Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
Indian Institute of Technology (BHU) Varanasi#Metallurgical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6881#8028
Indian Institute of Technology (BHU) Varanasi#Metallurgical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13132#14563
Indian Institute of Technology (BHU) Varanasi#Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#8416#9548
Indian Institute of Technology (BHU) Varanasi#Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#16598#16769
Indian Institute of Technology (BHU) Varanasi#Mining Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8048#10624
Indian Institute of Technology (BHU) Varanasi#Mining Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17881#19419
Indian Institute of Technology (BHU) Varanasi#Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#9815#11744
Indian Institute of Technology (BHU) Varanasi#Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#19780#19886
Indian Institute of Technology (BHU) Varanasi#Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9222#11874
Indian Institute of Technology (BHU) Varanasi#Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13977#17187
Indian Institute of Technology (BHU) Varanasi#Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#11013#12104
Indian Institute of Technology (BHU) Varanasi#Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#17350#19357
Indian Institute of Technology Guwahati#Biosciences and Bioengineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6562#8164
Indian Institute of Technology Guwahati#Biosciences and Bioengineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12586#13383
Indian Institute of Technology Guwahati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3879#5031
Indian Institute of Technology Guwahati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9800#11360
Indian Institute of Technology Guwahati#Chemical Science and Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5612#6856
Indian Institute of Technology Guwahati#Chemical Science and Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11569#12153
Indian Institute of Technology Guwahati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5722#6526
Indian Institute of Technology Guwahati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11472#12440
Indian Institute of Technology Guwahati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#425#588
Indian Institute of Technology Guwahati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1275#1515
Indian Institute of Technology Guwahati#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1219#1647
Indian Institute of Technology Guwahati#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#2942#3891
Indian Institute of Technology Guwahati#Electronics and Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1673#1949
Indian Institute of Technology Guwahati#Electronics and Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3973#4819
Indian Institute of Technology Guwahati#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3617#4790
Indian Institute of Technology Guwahati#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10012#11939
Indian Institute of Technology Guwahati#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#641#977
Indian Institute of Technology Guwahati#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1606#2707
Indian Institute of Technology Guwahati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2680#3819
Indian Institute of Technology Guwahati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#7439#9633
Indian Institute of Technology Bhilai#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2826#5136
Indian Institute of Technology Bhilai#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8560#10002
Indian Institute of Technology Bhilai#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3953#5299
Indian Institute of Technology Bhilai#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11305#11500
Indian Institute of Technology Bhilai#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5134#8170
Indian Institute of Technology Bhilai#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12726#13941
Indian Institute of Technology Bhilai#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8175#9464
Indian Institute of Technology Bhilai#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15873#16519
Indian Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3098#4018
Indian Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6570#8318
Indian Institute of Technology Goa#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5985#7167
Indian Institute of Technology Goa#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13122#14715
Indian Institute of Technology Goa#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4222#5124
Indian Institute of Technology Goa#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9781#10986
Indian Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5695#8839
Indian Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14434#15431
Indian Institute of Technology Palakkad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10003#11699
Indian Institute of Technology Palakkad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14907#17649
Indian Institute of Technology Palakkad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3513#4548
Indian Institute of Technology Palakkad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4755#8757
Indian Institute of Technology Palakkad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4792#8033
Indian Institute of Technology Palakkad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11295#12769
Indian Institute of Technology Palakkad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8075#8948
Indian Institute of Technology Palakkad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14213#16043
Indian Institute of Technology Tirupati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9270#10597
Indian Institute of Technology Tirupati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16926#17212
Indian Institute of Technology Tirupati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6156#10979
Indian Institute of Technology Tirupati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11940#16068
Indian Institute of Technology Tirupati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1817#3491
Indian Institute of Technology Tirupati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3960#4695
Indian Institute of Technology Tirupati#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4615#6566
Indian Institute of Technology Tirupati#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8167#10060
Indian Institute of Technology Tirupati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6578#8599
Indian Institute of Technology Tirupati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13647#15015
Indian Institute of Technology Jammu#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8524#11683
Indian Institute of Technology Jammu#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16804#18074
Indian Institute of Technology Jammu#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10027#12002
Indian Institute of Technology Jammu#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18027#18523
Indian Institute of Technology Jammu#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3110#5025
Indian Institute of Technology Jammu#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6108#10283
Indian Institute of Technology Jammu#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7398#8615
Indian Institute of Technology Jammu#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12505#13562
Indian Institute of Technology Jammu#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9975#12345
Indian Institute of Technology Jammu#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#19393#20092
Indian Institute of Technology Jammu#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8770#9884
Indian Institute of Technology Jammu#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15829#17405
Indian Institute of Technology Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2512#4854
Indian Institute of Technology Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6696#8468
Indian Institute of Technology Dharwad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4936#7849
Indian Institute of Technology Dharwad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11655#13872
Indian Institute of Technology Dharwad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7592#9591
Indian Institute of Technology Dharwad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15578#16443
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#46359#67337
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#57261#66112
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30316#36866
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37260#42595
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#35322#51527
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42971#49249
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24708#29435
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30611#37654
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26254#42749
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35581#50428
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18821#28571
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39066#40971
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#6183#9505
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10589#15820
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6140#7531
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9800#12912
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20063#23263
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27606#29045
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15514#17207
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#23352#23449
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13708#17235
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22548#27595
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10440#12352
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16070#18750
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#46127#61910
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#52599#56702
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28635#34933
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41317#42632
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9784#13848
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#17575#21958
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7768#9387
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14453#15527
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24331#42141
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30000#37630
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17365#28458
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35422#38526
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19365#31697
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40716#50448
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17229#21503
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31017#33894
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#61155#80462
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#62383#75059
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33997#39554
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35605#45289
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#586#1965
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#259#653
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#624#891
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#432#631
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13304#19832
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22539#28639
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13819#20013
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24294#28318
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12827#19041
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10490#31340
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9323#23102
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32418#37395
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1133#3449
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4366#6399
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1896#3441
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5129#6481
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1280#10239
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14263#18010
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4105#11929
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14841#19102
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3690#7199
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#9022#13536
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4843#7330
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11632#13788
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7784#13279
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20205#24025
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1813#14340
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20132#28279
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19929#28341
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#32408#34914
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23876#30257
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36455#41380
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#693#2174
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#574#969
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#740#1036
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#747#892
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17953#28330
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30663#37884
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20646#25143
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28968#33116
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25380#30153
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#34972#41728
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21630#27621
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35649#39889
Maulana Azad National Institute of Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3919#7706
Maulana Azad National Institute of Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12686#15296
Maulana Azad National Institute of Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3889#5894
Maulana Azad National Institute of Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#7088#10634
Maulana Azad National Institute of Technology Bhopal#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12373#16723
Maulana Azad National Institute of Technology Bhopal#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23660#27406
Maulana Azad National Institute of Technology Bhopal#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11784#14987
Maulana Azad National Institute of Technology Bhopal#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#19938#22876
Maulana Azad National Institute of Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5720#12048
Maulana Azad National Institute of Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#18098#22195
Maulana Azad National Institute of Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8476#11036
Maulana Azad National Institute of Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#12743#15267
Maulana Azad National Institute of Technology Bhopal#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#31345#36380
Maulana Azad National Institute of Technology Bhopal#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#39734#43398
Maulana Azad National Institute of Technology Bhopal#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26923#31895
Maulana Azad National Institute of Technology Bhopal#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40566#42667
Maulana Azad National Institute of Technology Bhopal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15791#24359
Maulana Azad National Institute of Technology Bhopal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#28376#36642
Maulana Azad National Institute of Technology Bhopal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14903#19390
Maulana Azad National Institute of Technology Bhopal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29307#32822
Maulana Azad National Institute of Technology Bhopal#Planning (4 Years, Bachelor of Planning)#HS#OPEN#Gender-Neutral#628#2600
