Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
Indian Institute of Technology Palakkad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4792#7849
Indian Institute of Technology Palakkad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11295#12769
Indian Institute of Technology Palakkad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8075#8917
Indian Institute of Technology Palakkad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14213#16043
Indian Institute of Technology Tirupati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9270#10554
Indian Institute of Technology Tirupati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16926#17212
Indian Institute of Technology Tirupati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6156#10958
Indian Institute of Technology Tirupati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11940#16068
Indian Institute of Technology Tirupati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1817#3491
Indian Institute of Technology Tirupati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3960#4695
Indian Institute of Technology Tirupati#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4615#6566
Indian Institute of Technology Tirupati#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8167#10060
Indian Institute of Technology Tirupati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6578#8575
Indian Institute of Technology Tirupati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13647#15015
Indian Institute of Technology Jammu#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8524#11535
Indian Institute of Technology Jammu#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16804#18074
Indian Institute of Technology Jammu#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10027#11973
Indian Institute of Technology Jammu#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18027#18523
Indian Institute of Technology Jammu#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3110#5025
Indian Institute of Technology Jammu#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6108#10283
Indian Institute of Technology Jammu#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7398#8574
Indian Institute of Technology Jammu#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12505#13562
Indian Institute of Technology Jammu#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9975#12345
Indian Institute of Technology Jammu#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#19393#20092
Indian Institute of Technology Jammu#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8615#9818
Indian Institute of Technology Jammu#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15829#17405
Indian Institute of Technology Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2512#4837
Indian Institute of Technology Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6696#8468
Indian Institute of Technology Dharwad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4936#7831
Indian Institute of Technology Dharwad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11655#13872
Indian Institute of Technology Dharwad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7592#9591
Indian Institute of Technology Dharwad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15578#16443
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#42145#66191
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#57261#64012
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30316#36113
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37260#42595
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#35322#51527
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42971#49249
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24708#29434
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30611#37654
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26254#42141
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35581#50428
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18821#28459
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38593#39889
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#6183#9505
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10589#15820
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6140#7531
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9800#12912
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20063#23263
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27606#29045
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15514#17131
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#23352#23449
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13708#17235
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22548#27595
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10440#12259
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16070#18733
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#42143#60748
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#52599#56702
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28635#34795
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41317#42516
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9784#13699
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#17575#21958
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7768#9387
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14453#15527
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24331#41255
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30000#37630
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17365#28458
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35422#38526
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19365#31697
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40716#50448
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17229#21483
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31017#33894
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#61155#74994
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#62383#73711
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33997#38423
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35605#44755
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#586#1965
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#259#653
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#624#867
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#432#631
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13304#19832
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22539#28639
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13819#20013
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24294#28318
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12827#19041
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10490#31340
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9323#23102
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32418#37395
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1133#3449
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4366#6399
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1896#3441
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5129#6481
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1280#10239
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14263#18010
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4105#11929
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14841#19102
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3690#7199
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#9022#13536
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4843#7330
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11632#13788
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7784#13279
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20205#24025
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1813#14340
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20132#28279
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19929#28341
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#32408#34914
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23876#30257
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36455#41380
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#693#2174
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#574#969
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#740#1036
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#747#892
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17953#26636
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30663#37213
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20646#25051
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28968#33116
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25380#29851
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#34972#41728
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21630#27480
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35649#39653
Maulana Azad National Institute of Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3919#7630
Maulana Azad National Institute of Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12686#15296
Maulana Azad National Institute of Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3889#5876
Maulana Azad National Institute of Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#7088#10634
Maulana Azad National Institute of Technology Bhopal#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12373#16723
Maulana Azad National Institute of Technology Bhopal#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23660#27406
Maulana Azad National Institute of Technology Bhopal#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11784#14987
Maulana Azad National Institute of Technology Bhopal#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#19938#22876
Maulana Azad National Institute of Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5720#12048
Maulana Azad National Institute of Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#18098#22195
Maulana Azad National Institute of Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8476#11036
Maulana Azad National Institute of Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#12743#15267
Maulana Azad National Institute of Technology Bhopal#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#31345#36380
Maulana Azad National Institute of Technology Bhopal#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#39734#43398
Maulana Azad National Institute of Technology Bhopal#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26923#31895
Maulana Azad National Institute of Technology Bhopal#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40566#42667
Maulana Azad National Institute of Technology Bhopal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15791#24351
Maulana Azad National Institute of Technology Bhopal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#28376#36642
Maulana Azad National Institute of Technology Bhopal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14903#19368
Maulana Azad National Institute of Technology Bhopal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29307#32822
Maulana Azad National Institute of Technology Bhopal#Planning (4 Years, Bachelor of Planning)#HS#OPEN#Gender-Neutral#628#2455
Maulana Azad National Institute of Technology Bhopal#Planning (4 Years, Bachelor of Planning)#HS#OPEN#Female-only (including Supernumerary)#1698#2008
Maulana Azad National Institute of Technology Bhopal#Planning (4 Years, Bachelor of Planning)#OS#OPEN#Gender-Neutral#333#632
Maulana Azad National Institute of Technology Bhopal#Planning (4 Years, Bachelor of Planning)#OS#OPEN#Female-only (including Supernumerary)#263#380
Motilal Nehru National Institute of Technology Allahabad#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26320#29564
Motilal Nehru National Institute of Technology Allahabad#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#38646#40684
Motilal Nehru National Institute of Technology Allahabad#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5190#29142
Motilal Nehru National Institute of Technology Allahabad#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29159#31746
Motilal Nehru National Institute of Technology Allahabad#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13695#17250
Motilal Nehru National Institute of Technology Allahabad#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23751#23939
Motilal Nehru National Institute of Technology Allahabad#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10378#17502
Motilal Nehru National Institute of Technology Allahabad#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22011#26948
Motilal Nehru National Institute of Technology Allahabad#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8353#18952
Motilal Nehru National Institute of Technology Allahabad#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30745#36085
Motilal Nehru National Institute of Technology Allahabad#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11884#20467
Motilal Nehru National Institute of Technology Allahabad#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#18499#31097
Motilal Nehru National Institute of Technology Allahabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1490#4007
Motilal Nehru National Institute of Technology Allahabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#5356#8841
Motilal Nehru National Institute of Technology Allahabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1329#2779
Motilal Nehru National Institute of Technology Allahabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#4761#5969
Motilal Nehru National Institute of Technology Allahabad#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5952#9899
Motilal Nehru National Institute of Technology Allahabad#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15553#21446
Motilal Nehru National Institute of Technology Allahabad#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2638#8947
Motilal Nehru National Institute of Technology Allahabad#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14985#16031
Motilal Nehru National Institute of Technology Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5200#8126
Motilal Nehru National Institute of Technology Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12790#15212
Motilal Nehru National Institute of Technology Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4649#6379
Motilal Nehru National Institute of Technology Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#8657#12219
Motilal Nehru National Institute of Technology Allahabad#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4074#5904
Motilal Nehru National Institute of Technology Allahabad#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#11583#12774
Motilal Nehru National Institute of Technology Allahabad#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2912#4029
Motilal Nehru National Institute of Technology Allahabad#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#6273#7986
Motilal Nehru National Institute of Technology Allahabad#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10750#14893
Motilal Nehru National Institute of Technology Allahabad#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22059#30581
Motilal Nehru National Institute of Technology Allahabad#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9796#13062
Motilal Nehru National Institute of Technology Allahabad#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#18885#28014
Motilal Nehru National Institute of Technology Allahabad#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19982#25269
Motilal Nehru National Institute of Technology Allahabad#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36560#43282
Motilal Nehru National Institute of Technology Allahabad#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20161#25205
Motilal Nehru National Institute of Technology Allahabad#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35012#35213
National Institute of Technology Agartala#Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#99907#279959
National Institute of Technology Agartala#Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#226415#260758
National Institute of Technology Agartala#Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32555#41929
National Institute of Technology Agartala#Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43424#46687
National Institute of Technology Agartala#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#223350#275541
National Institute of Technology Agartala#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#133276#252883
National Institute of Technology Agartala#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32640#37062
National Institute of Technology Agartala#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#44240#46633
National Institute of Technology Agartala#Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))#HS#OPEN#Gender-Neutral#29019#262591
National Institute of Technology Agartala#Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))#OS#OPEN#Gender-Neutral#34821#43394
National Institute of Technology Agartala#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#52485#237412
National Institute of Technology Agartala#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#98963#198783
National Institute of Technology Agartala#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34142#37364
