Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
Indian Institute of Technology Ropar#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8311#9159
Indian Institute of Technology Ropar#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16240#17282
Indian Institute of Technology Ropar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1032#1827
Indian Institute of Technology Ropar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#2825#4933
Indian Institute of Technology Ropar#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3365#4731
Indian Institute of Technology Ropar#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#5107#10552
Indian Institute of Technology Ropar#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1828#2395
Indian Institute of Technology Ropar#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#5181#5464
Indian Institute of Technology Ropar#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5735#7052
Indian Institute of Technology Ropar#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12401#15243
Indian Institute of Technology Ropar#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9101#10358
Indian Institute of Technology Ropar#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17178#18806
Indian Institute of Technology (BHU) Varanasi#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Gender-Neutral#16533#17747
Indian Institute of Technology (BHU) Varanasi#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Female-only (including Supernumerary)#27603#29247
Indian Institute of Technology (BHU) Varanasi#Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#7755#11297
Indian Institute of Technology (BHU) Varanasi#Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#17783#18153
Indian Institute of Technology (BHU) Varanasi#Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#7817#11006
Indian Institute of Technology (BHU) Varanasi#Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#15915#17472
Indian Institute of Technology (BHU) Varanasi#Ceramic Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8999#11223
Indian Institute of Technology (BHU) Varanasi#Ceramic Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16204#18935
Indian Institute of Technology (BHU) Varanasi#Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#9369#12203
Indian Institute of Technology (BHU) Varanasi#Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#19992#20452
Indian Institute of Technology (BHU) Varanasi#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5218#7023
Indian Institute of Technology (BHU) Varanasi#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10619#13922
Indian Institute of Technology (BHU) Varanasi#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6324#7620
Indian Institute of Technology (BHU) Varanasi#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13299#14670
Indian Institute of Technology (BHU) Varanasi#Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#8008#8851
Indian Institute of Technology (BHU) Varanasi#Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#16900#17638
Indian Institute of Technology (BHU) Varanasi#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#594#836
Indian Institute of Technology (BHU) Varanasi#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1322#2030
Indian Institute of Technology (BHU) Varanasi#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#903#1002
Indian Institute of Technology (BHU) Varanasi#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#3414#3590
Indian Institute of Technology (BHU) Varanasi#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2499#3147
Indian Institute of Technology (BHU) Varanasi#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6852#7891
Indian Institute of Technology (BHU) Varanasi#Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#3208#3912
Indian Institute of Technology (BHU) Varanasi#Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#7926#8091
Indian Institute of Technology (BHU) Varanasi#Electronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2027#2485
Indian Institute of Technology (BHU) Varanasi#Electronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4741#6728
Indian Institute of Technology (BHU) Varanasi#Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#6492#7196
Indian Institute of Technology (BHU) Varanasi#Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#13723#15433
Indian Institute of Technology (BHU) Varanasi#Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#7403#10503
Indian Institute of Technology (BHU) Varanasi#Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#19364#20134
Indian Institute of Technology (BHU) Varanasi#Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#8520#10385
Indian Institute of Technology (BHU) Varanasi#Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#18869#18874
Indian Institute of Technology (BHU) Varanasi#Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#1367#1911
Indian Institute of Technology (BHU) Varanasi#Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#4085#5154
Indian Institute of Technology (BHU) Varanasi#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3612#5704
Indian Institute of Technology (BHU) Varanasi#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10801#12987
Indian Institute of Technology (BHU) Varanasi#Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#5729#6520
Indian Institute of Technology (BHU) Varanasi#Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#11661#13809
Indian Institute of Technology (BHU) Varanasi#Metallurgical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7076#8687
Indian Institute of Technology (BHU) Varanasi#Metallurgical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14204#16996
Indian Institute of Technology (BHU) Varanasi#Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#6808#9733
Indian Institute of Technology (BHU) Varanasi#Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#18014#19046
Indian Institute of Technology (BHU) Varanasi#Mining Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7728#11177
Indian Institute of Technology (BHU) Varanasi#Mining Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17989#21252
Indian Institute of Technology (BHU) Varanasi#Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#10613#12301
Indian Institute of Technology (BHU) Varanasi#Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#18457#21291
Indian Institute of Technology (BHU) Varanasi#Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8977#12279
Indian Institute of Technology (BHU) Varanasi#Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18059#20250
Indian Institute of Technology (BHU) Varanasi#Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#10644#12482
Indian Institute of Technology (BHU) Varanasi#Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#20382#20753
Indian Institute of Technology Guwahati#Biosciences and Bioengineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7055#8042
Indian Institute of Technology Guwahati#Biosciences and Bioengineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14815#15894
Indian Institute of Technology Guwahati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4063#5396
Indian Institute of Technology Guwahati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10898#11608
Indian Institute of Technology Guwahati#Chemical Science and Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5418#6880
Indian Institute of Technology Guwahati#Chemical Science and Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10763#13966
Indian Institute of Technology Guwahati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5797#6648
Indian Institute of Technology Guwahati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12151#14054
Indian Institute of Technology Guwahati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#439#593
Indian Institute of Technology Guwahati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1231#1648
Indian Institute of Technology Guwahati#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#716#954
Indian Institute of Technology Guwahati#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1771#2244
Indian Institute of Technology Guwahati#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1189#1737
Indian Institute of Technology Guwahati#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3528#4693
Indian Institute of Technology Guwahati#Electronics and Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1800#2115
Indian Institute of Technology Guwahati#Electronics and Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4980#5757
Indian Institute of Technology Guwahati#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2941#5202
Indian Institute of Technology Guwahati#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10571#12959
Indian Institute of Technology Guwahati#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#622#1077
Indian Institute of Technology Guwahati#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#2035#3315
Indian Institute of Technology Guwahati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2600#4132
Indian Institute of Technology Guwahati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8577#10787
Indian Institute of Technology Bhilai#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3151#4903
Indian Institute of Technology Bhilai#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8375#9382
Indian Institute of Technology Bhilai#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4906#5272
Indian Institute of Technology Bhilai#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8884#10828
Indian Institute of Technology Bhilai#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6133#8605
Indian Institute of Technology Bhilai#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13868#14640
Indian Institute of Technology Bhilai#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8637#10849
Indian Institute of Technology Bhilai#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16926#19148
Indian Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2925#4011
Indian Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6138#8326
Indian Institute of Technology Goa#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6073#7537
Indian Institute of Technology Goa#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11157#13676
Indian Institute of Technology Goa#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4104#5142
Indian Institute of Technology Goa#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9768#10873
Indian Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8025#9988
Indian Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17198#17647
Indian Institute of Technology Palakkad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#11805#12479
Indian Institute of Technology Palakkad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17031#20906
Indian Institute of Technology Palakkad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3716#4835
Indian Institute of Technology Palakkad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#7797#8879
Indian Institute of Technology Palakkad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6833#8274
Indian Institute of Technology Palakkad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12910#14377
Indian Institute of Technology Palakkad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9245#10242
Indian Institute of Technology Palakkad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15441#17499
Indian Institute of Technology Tirupati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9265#11327
Indian Institute of Technology Tirupati#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17334#18952
Indian Institute of Technology Tirupati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#11059#11749
Indian Institute of Technology Tirupati#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#19425#20636
Indian Institute of Technology Tirupati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1682#3296
Indian Institute of Technology Tirupati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3525#6712
Indian Institute of Technology Tirupati#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4348#6586
Indian Institute of Technology Tirupati#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9959#12864
Indian Institute of Technology Tirupati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8068#9696
Indian Institute of Technology Tirupati#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14636#16941
Indian Institute of Technology Jammu#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#11491#12804
Indian Institute of Technology Jammu#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#19001#19765
Indian Institute of Technology Jammu#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#11504#12909
Indian Institute of Technology Jammu#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#20205#21056
Indian Institute of Technology Jammu#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3671#4774
Indian Institute of Technology Jammu#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#7279#9488
Indian Institute of Technology Jammu#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6960#9078
Indian Institute of Technology Jammu#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14883#16570
Indian Institute of Technology Jammu#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#12421#13279
Indian Institute of Technology Jammu#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#21350#22575
Indian Institute of Technology Jammu#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9201#10975
Indian Institute of Technology Jammu#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18468#18901
Indian Institute of Technology Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3533#4571
Indian Institute of Technology Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#5932#9284
Indian Institute of Technology Dharwad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5286#8469
Indian Institute of Technology Dharwad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12521#14300
Indian Institute of Technology Dharwad#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9109#10372
Indian Institute of Technology Dharwad#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16278#16278
Indian Institute of Technology Dharwad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8612#10641
Indian Institute of Technology Dharwad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18008#18920
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#37494#57572
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#49697#53440
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25373#35798
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29677#37856
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24648#47108
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27000#45224
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21394#28663
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34601#36595
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27978#43138
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27639#45176
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25414#30064
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36652#40193
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2654#10024
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4409#10787
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4992#7285
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10432#12483
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18756#23312
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#24598#25255
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11505#16940
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22660#24927
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14879#17716
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#17180#24338
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8773#12749
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16270#18981
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#43065#59612
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#52265#59284
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30169#36750
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41149#41377
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10176#14610
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12368#17744
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7504#9553
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#13363#14793
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24212#37012
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27160#31337
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9974#26541
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21941#30625
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20870#31481
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40628#49600
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20169#23606
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33323#35911
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#50298#63668
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#43191#59975
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7978#39969
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34319#44516
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#286#1492
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#634#874
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#375#607
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#323#461
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13913#22245
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14083#23478
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14801#19901
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22173#23947
